
Standard & Poors 500 Index,Last: 4401.6699,Change:  -16.9701
"Date: 15 February 2022, 06:28 GMT-5",Bid: 4338.6899,Ask: 4456.71,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Feb 18 2022,SPXW220218C02800000,1772.93,0,1657.7,1662.9,0,1.5127,0.9996,0,1,2800.00,SPXW220218P02800000,0.1,-0.2,0,0.1,12,1.4456,-0.0003,0,340
Fri Feb 18 2022,SPX220218C02825000,0,0,1632.6,1637.9,0,1.5138,0.9996,0,0,2825.00,SPX220218P02825000,0.15,-0.1,0,0.1,51,1.4795,-0.0003,0,980
Fri Feb 18 2022,SPXW220218C02825000,0,0,1632.7,1637.9,0,1.4827,0.9996,0,0,2825.00,SPXW220218P02825000,0.15,-0.15,0,0.1,10,1.4195,-0.0003,0,454
Fri Feb 18 2022,SPX220218C02850000,0,0,1607.6,1612.9,0,1.4829,0.9996,0,0,2850.00,SPX220218P02850000,0.2,-0.05,0,0.1,57,1.4526,-0.0003,0,6531
Fri Feb 18 2022,SPXW220218C02850000,1722.86,0,1607.7,1612.9,0,1.453,0.9995,0,0,2850.00,SPXW220218P02850000,0.15,-0.15,0,0.1,10,1.3936,-0.0003,0,175
Fri Feb 18 2022,SPX220218C02875000,0,0,1582.6,1587.9,0,1.4523,0.9995,0,0,2875.00,SPX220218P02875000,0.05,-0.225,0,0.1,47,1.4258,-0.0003,0,999
Fri Feb 18 2022,SPXW220218C02875000,0,0,1582.7,1587.9,0,1.4235,0.9995,0,0,2875.00,SPXW220218P02875000,0.2,-0.15,0,0.1,15,1.3679,-0.0004,0,322
Fri Feb 18 2022,SPX220218C02900000,1596.7,0,1557.6,1562.9,0,1.4219,0.9995,0,2,2900.00,SPX220218P02900000,0.25,-0.05,0,0.1,43,1.3992,-0.0004,0,8467
Fri Feb 18 2022,SPXW220218C02900000,1515.47,0,1557.7,1562.9,0,1.3943,0.9995,0,1,2900.00,SPXW220218P02900000,0.4,0,0,0.1,0,1.3424,-0.0004,0,705
Fri Feb 18 2022,SPX220218C02925000,0,0,1532.4,1537.8,0,0,0.9995,0,0,2925.00,SPX220218P02925000,0.25,-0.075,0,0.1,41,1.3729,-0.0004,0,2773
Fri Feb 18 2022,SPXW220218C02925000,0,0,1532.7,1537.9,0,1.3653,0.9995,0,0,2925.00,SPXW220218P02925000,0.2,-0.2,0,0.1,1,1.3171,-0.0004,0,453
Fri Feb 18 2022,SPX220218C02950000,1534.67,0,1507.6,1512.9,0,1.3618,0.9995,0,38,2950.00,SPX220218P02950000,0.25,-0.1,0,0.1,51,1.3467,-0.0004,0,5713
Fri Feb 18 2022,SPXW220218C02950000,0,0,1507.7,1512.9,0,1.3366,0.9995,0,0,2950.00,SPXW220218P02950000,0.05,-0.375,0,0.1,8,1.292,-0.0004,0,1156
Fri Feb 18 2022,SPX220218C02975000,0,0,1482.6,1487.9,0,1.3322,0.9995,0,0,2975.00,SPX220218P02975000,0.25,-0.125,0,0.1,46,1.3208,-0.0004,0,1233
Fri Feb 18 2022,SPXW220218C02975000,0,0,1482.7,1487.9,0,1.3081,0.9994,0,0,2975.00,SPXW220218P02975000,0.35,-0.1,0,0.1,1,1.2672,-0.0004,0,454
Fri Feb 18 2022,SPX220218C03000000,1510.99,0,1457.6,1462.9,0,1.3027,0.9994,0,13164,3000.00,SPX220218P03000000,0.05,-0.35,0,0.1,375,1.295,-0.0004,0,26475
Fri Feb 18 2022,SPXW220218C03000000,0,0,1457.7,1462.9,0,1.2798,0.9994,0,0,3000.00,SPXW220218P03000000,1.05,0,0,0.1,0,1.2424,-0.0005,0,4039
Fri Feb 18 2022,SPX220218C03025000,1645,0,1432.6,1437.9,0,1.2734,0.9994,0,10,3025.00,SPX220218P03025000,0.3,-0.15,0,0.1,53,1.2695,-0.0005,0,4516
Fri Feb 18 2022,SPXW220218C03025000,0,0,1432.7,1437.9,0,1.2518,0.9994,0,0,3025.00,SPXW220218P03025000,0.5,0,0,0.1,0,1.2179,-0.0005,0,728
Fri Feb 18 2022,SPX220218C03050000,1326.53,0,1407.7,1413,0,1.3546,0.9994,0,1,3050.00,SPX220218P03050000,0.35,-0.125,0,0.1,53,1.2441,-0.0005,0,2510
Fri Feb 18 2022,SPXW220218C03050000,0,0,1407.6,1412.8,0,0,0.9993,0,0,3050.00,SPXW220218P03050000,1.15,0,0,0.1,0,1.1936,-0.0005,0,366
Fri Feb 18 2022,SPX220218C03075000,0,0,1382.7,1388,0,1.326,0.9993,0,0,3075.00,SPX220218P03075000,0.35,-0.15,0,0.1,5135,1.219,-0.0005,0,5986
Fri Feb 18 2022,SPXW220218C03075000,0,0,1382.6,1387.8,0,0,0.9993,0,0,3075.00,SPXW220218P03075000,0.9,0,0,0.1,0,1.1695,-0.0006,0,263
Fri Feb 18 2022,SPX220218C03100000,0,0,1357.7,1363,0,1.2975,0.9993,0,0,3100.00,SPX220218P03100000,0.1,-0.45,0,0.1,60,1.194,-0.0006,0,13909
Fri Feb 18 2022,SPXW220218C03100000,1315.41,0,1357.6,1362.8,0,0,0.9993,0,1,3100.00,SPXW220218P03100000,0.25,-0.375,0,0.1,32,1.1455,-0.0006,0,3364
Fri Feb 18 2022,SPX220218C03125000,1235.87,0,1332.7,1338,0,1.2693,0.9993,0,1,3125.00,SPX220218P03125000,0.1,-0.475,0,0.1,538,1.1692,-0.0006,0,4872
Fri Feb 18 2022,SPXW220218C03125000,0,0,1332.8,1337.9,0,1.1944,0.9992,0,0,3125.00,SPXW220218P03125000,0.25,-0.425,0,0.1,100,1.1217,-0.0006,0,367
Fri Feb 18 2022,SPX220218C03150000,1229.43,0,1307.6,1312.9,0,1.1302,0.9992,0,1,3150.00,SPX220218P03150000,0.1,-0.525,0,0.1,74,1.1445,-0.0006,0,3579
Fri Feb 18 2022,SPXW220218C03150000,1472.88,0,1307.8,1312.9,0,1.1675,0.9992,0,6,3150.00,SPXW220218P03150000,0.25,-0.475,0,0.15,131,1.1318,-0.0007,0,3045
Fri Feb 18 2022,SPX220218C03175000,1185.44,0,1282.6,1287.9,0,1.102,0.9992,0,1,3175.00,SPX220218P03175000,0.1,-0.55,0,0.15,1037,1.1546,-0.0007,0,4233
Fri Feb 18 2022,SPXW220218C03175000,1448.02,0,1282.8,1287.9,0,1.1408,0.9991,0,6,3175.00,SPXW220218P03175000,0.35,-0.425,0,0.15,100,1.1077,-0.0007,0,604
Fri Feb 18 2022,SPX220218C03200000,1161.34,0,1257.7,1263,0,1.186,0.9992,0,17,3200.00,SPX220218P03200000,0.1,-0.625,0,0.15,3073,1.1296,-0.0007,0,11716
Fri Feb 18 2022,SPXW220218C03200000,1423.11,0,1257.8,1262.9,0,1.1144,0.9991,0,5,3200.00,SPXW220218P03200000,0.1,-0.725,0,0.15,214,1.0838,-0.0008,0,2673
Fri Feb 18 2022,SPX220218C03225000,1135.92,0,1232.6,1237.9,0,1.0463,0.9991,0,1,3225.00,SPX220218P03225000,0.1,-0.675,0,0.15,37,1.1043,-0.0008,0,1462
Fri Feb 18 2022,SPXW220218C03225000,1398.17,0,1232.8,1237.9,0,1.0882,0.999,0,5,3225.00,SPXW220218P03225000,0.4,-0.475,0,0.15,133,1.06,-0.0008,0,596
Fri Feb 18 2022,SPX220218C03250000,0,0,1207.6,1212.9,0,1.0186,0.999,0,0,3250.00,SPX220218P03250000,0.1,-0.725,0,0.15,37,1.0797,-0.0008,0,1725
Fri Feb 18 2022,SPXW220218C03250000,1170.32,0,1207.8,1212.9,0,1.0621,0.999,0,0,3250.00,SPXW220218P03250000,0.5,-0.425,0,0.15,144,1.0364,-0.0009,0,419
Fri Feb 18 2022,SPX220218C03275000,1124.8,0,1182.7,1188,0,1.1046,0.999,0,102,3275.00,SPX220218P03275000,0.5,-0.375,0,0.15,34,1.0552,-0.0009,0,2323
Fri Feb 18 2022,SPXW220218C03275000,1145.52,0,1182.8,1187.9,0,1.0363,0.9989,0,0,3275.00,SPXW220218P03275000,0.35,-0.625,0,0.15,37,1.0129,-0.001,0,204
Fri Feb 18 2022,SPX220218C03300000,0,0,1157.7,1163,0,1.0779,0.9989,0,10,3300.00,SPX220218P03300000,0.55,-0.425,0,0.15,686,1.031,-0.0009,0,6329
Fri Feb 18 2022,SPXW220218C03300000,1188.81,0,1157.8,1162.9,0,1.0107,0.9988,0,12,3300.00,SPXW220218P03300000,0.45,-0.575,0,0.15,1,0.9896,-0.001,0,4157
Fri Feb 18 2022,SPX220218C03325000,0,0,1132.7,1137.9,0,1.0099,0.9989,0,0,3325.00,SPX220218P03325000,0.22,-0.755,0,0.15,75,1.0068,-0.001,0,1197
Fri Feb 18 2022,SPXW220218C03325000,0,0,1132.8,1137.9,0,0.9852,0.9988,0,0,3325.00,SPXW220218P03325000,0.45,-0.625,0.05,0.2,62,1.0071,-0.0011,0,726
Fri Feb 18 2022,SPX220218C03350000,0,0,1107.7,1113,0,1.0251,0.9988,0,10,3350.00,SPX220218P03350000,0.27,-0.755,0,0.2,32,1.0056,-0.0011,0,5189
Fri Feb 18 2022,SPXW220218C03350000,1070.92,0,1107.8,1113,0,0.9947,0.9987,0,5,3350.00,SPXW220218P03350000,0.25,-0.85,0.05,0.2,205,0.9832,-0.0012,0,411
Fri Feb 18 2022,SPX220218C03375000,0,0,1082.7,1088,0,0.999,0.9987,0,10,3375.00,SPX220218P03375000,0.5,-0.575,0,0.1,45,0.9302,-0.0011,0,1387
Fri Feb 18 2022,SPXW220218C03375000,1046.09,0,1082.8,1088,0,0.9694,0.9986,0,5,3375.00,SPXW220218P03375000,0.3,-0.875,0.05,0.2,37,0.9595,-0.0013,0,507
Fri Feb 18 2022,SPX220218C03400000,994.07,-15.78,1057.8,1063,4,1.0024,0.9986,0,79,3400.00,SPX220218P03400000,0.85,-0.275,0.05,0.2,1602,0.975,-0.0012,0,8729
Fri Feb 18 2022,SPXW220218C03400000,993.89,-15.91,1057.8,1063,2,0.9444,0.9985,0,6,3400.00,SPXW220218P03400000,0.45,-0.775,0.05,0.2,209,0.936,-0.0014,0,835
Fri Feb 18 2022,SPX220218C03425000,1035.19,0,1032.8,1038.1,0,0.9993,0.9986,0,5,3425.00,SPX220218P03425000,0.85,-0.325,0.05,0.2,78,0.9506,-0.0013,0,1308
Fri Feb 18 2022,SPXW220218C03425000,993.07,0,1032.9,1038,0,0.9449,0.9984,0,1,3425.00,SPXW220218P03425000,1.05,-0.225,0.05,0.2,143,0.9125,-0.0015,0,377
Fri Feb 18 2022,SPX220218C03450000,1010,0,1007.7,1013,0,0.9218,0.9985,0,3,3450.00,SPX220218P03450000,1.35,0.1,0.05,0.2,108,0.9263,-0.0014,0,3629
Fri Feb 18 2022,SPXW220218C03450000,1040.49,0,1007.7,1012.9,0,0.8043,0.9983,0,6,3450.00,SPXW220218P03450000,0.75,-0.625,0.1,0.2,212,0.9033,-0.0016,0,383
Fri Feb 18 2022,SPX220218C03460000,0,0,997.7,1003,0,0.9116,0.9984,0,0,3460.00,SPX220218P03460000,1.25,-0.025,0.05,0.2,74,0.9166,-0.0014,0,367
Fri Feb 18 2022,SPXW220218C03460000,0,0,997.9,1003,0,0.9099,0.9983,0,0,3460.00,SPXW220218P03460000,0.8,-0.575,0.1,0.25,72,0.9061,-0.0016,0,102
Fri Feb 18 2022,SPX220218C03470000,0,0,987.8,993,0,0.9299,0.9984,0,0,3470.00,SPX220218P03470000,1.15,-0.15,0.05,0.2,13,0.907,-0.0015,0,1021
Fri Feb 18 2022,SPXW220218C03470000,0,0,987.9,993,0,0.9,0.9982,0,0,3470.00,SPXW220218P03470000,1,-0.425,0.1,0.25,78,0.8966,-0.0017,0,225
Fri Feb 18 2022,SPX220218C03475000,0,0,982.8,988,0,0.9248,0.9984,0,0,3475.00,SPX220218P03475000,1.35,0.025,0.05,0.2,12,0.9022,-0.0015,0,741
Fri Feb 18 2022,SPXW220218C03475000,0,0,982.9,988,0,0.8951,0.9982,0,0,3475.00,SPXW220218P03475000,0.55,-0.875,0.1,0.25,93,0.8919,-0.0017,0,474
Fri Feb 18 2022,SPX220218C03480000,0,0,977.8,983,0,0.9196,0.9983,0,0,3480.00,SPX220218P03480000,1,-0.325,0.05,0.2,75,0.8973,-0.0015,0,998
Fri Feb 18 2022,SPXW220218C03480000,0,0,977.9,983,0,0.8901,0.9982,0,0,3480.00,SPXW220218P03480000,0.75,-0.7,0.1,0.25,55,0.8871,-0.0017,0,327
Fri Feb 18 2022,SPX220218C03490000,0,0,967.8,973,0,0.9094,0.9983,0,0,3490.00,SPX220218P03490000,1.3,-0.075,0.05,0.2,66,0.8877,-0.0016,0,758
Fri Feb 18 2022,SPXW220218C03490000,0,0,967.9,973,0,0.8802,0.9981,0,0,3490.00,SPXW220218P03490000,1.1,-0.375,0.1,0.25,95,0.8777,-0.0018,0,3029
Fri Feb 18 2022,SPX220218C03500000,0,0,957.8,963.1,0,0.9213,0.9982,0,0,3500.00,SPX220218P03500000,1.2,-0.175,0.05,0.25,81,0.8921,-0.0016,0,20719
Fri Feb 18 2022,SPXW220218C03500000,900.58,-9.42,957.9,963,3,0.8704,0.998,0,9,3500.00,SPXW220218P03500000,0.41,-1.115,0.1,0.25,489,0.8682,-0.0018,0,4631
Fri Feb 18 2022,SPX220218C03510000,0,0,947.8,953.1,0,0.911,0.9982,0,0,3510.00,SPX220218P03510000,0.4,-1.025,0.1,0.25,74,0.8946,-0.0017,0,291
Fri Feb 18 2022,SPXW220218C03510000,0,0,947.9,953.1,0,0.8802,0.998,0,0,3510.00,SPXW220218P03510000,0.85,-0.675,0.1,0.25,60,0.8588,-0.0019,0,1475
Fri Feb 18 2022,SPX220218C03520000,0,0,937.8,943.1,0,0.9007,0.9982,0,0,3520.00,SPX220218P03520000,1.15,-0.3,0.1,0.25,68,0.8848,-0.0017,0,384
Fri Feb 18 2022,SPXW220218C03520000,0,0,937.9,943.1,0,0.8703,0.9979,0,0,3520.00,SPXW220218P03520000,0.8,-1.275,0.1,0.25,70,0.8494,-0.0019,0,284
Fri Feb 18 2022,SPX220218C03525000,0,0,932.9,938.1,0,0.9136,0.9981,0,0,3525.00,SPX220218P03525000,0.9,-0.575,0.1,0.25,48,0.8799,-0.0018,0,3622
Fri Feb 18 2022,SPXW220218C03525000,0,0,932.9,938.1,0,0.8653,0.9979,0,0,3525.00,SPXW220218P03525000,0.8,-0.8,0.1,0.25,50,0.8448,-0.002,0,1474
Fri Feb 18 2022,SPX220218C03530000,0,0,927.9,933.1,0,0.9085,0.9981,0,0,3530.00,SPX220218P03530000,1.55,0.075,0.1,0.25,18,0.875,-0.0018,0,744
Fri Feb 18 2022,SPXW220218C03530000,0,0,927.9,933.1,0,0.8604,0.9979,0,0,3530.00,SPXW220218P03530000,0.45,-1.175,0.15,0.25,71,0.8503,-0.002,0,185
Fri Feb 18 2022,SPX220218C03540000,0,0,917.9,923.1,0,0.8981,0.998,0,0,3540.00,SPX220218P03540000,1.2,-0.325,0.1,0.25,173,0.8653,-0.0018,0,746
Fri Feb 18 2022,SPXW220218C03540000,0,0,918,923.1,0,0.8669,0.9978,0,2,3540.00,SPXW220218P03540000,1,-0.675,0.15,0.25,51,0.8409,-0.0021,0,301
Fri Feb 18 2022,SPX220218C03550000,737.72,0,907.9,913.1,0,0.8878,0.998,0,1002,3550.00,SPX220218P03550000,0.45,-1.125,0.1,0.25,228,0.8556,-0.0019,0,6056
Fri Feb 18 2022,SPXW220218C03550000,970.84,0,908,913.1,0,0.8569,0.9977,0,26,3550.00,SPXW220218P03550000,0.5,-1.2,0.15,0.3,209,0.8406,-0.0021,0,977
Fri Feb 18 2022,SPX220218C03560000,0,0,897.8,903.1,0,0.8599,0.9979,0,0,3560.00,SPX220218P03560000,1.3,-0.275,0.1,0.25,67,0.8459,-0.002,0,443
Fri Feb 18 2022,SPXW220218C03560000,0,0,898,903.1,0,0.847,0.9977,0,0,3560.00,SPXW220218P03560000,1.1,-0.625,0.15,0.3,181,0.8311,-0.0022,0,359
Fri Feb 18 2022,SPX220218C03570000,0,0,887.9,893.1,0,0.8673,0.9979,0,0,3570.00,SPX220218P03570000,1.75,0.125,0.1,0.25,85,0.8362,-0.002,0,276
Fri Feb 18 2022,SPXW220218C03570000,0,0,888,893.1,0,0.8371,0.9976,0,0,3570.00,SPXW220218P03570000,0.5,-1.275,0.15,0.3,313,0.8216,-0.0023,0,273
Fri Feb 18 2022,SPX220218C03575000,762.14,0,882.9,888.2,0,0.8772,0.9978,0,15,3575.00,SPX220218P03575000,1.55,-0.075,0.1,0.25,10,0.8313,-0.002,0,715
Fri Feb 18 2022,SPXW220218C03575000,0,0,883,888.1,0,0.8321,0.9976,0,20,3575.00,SPXW220218P03575000,1.15,-0.625,0.15,0.3,212,0.8169,-0.0023,0,301
Fri Feb 18 2022,SPX220218C03580000,0,0,877.9,883.1,0,0.8571,0.9978,0,0,3580.00,SPX220218P03580000,1.35,-0.325,0.1,0.25,13,0.8265,-0.0021,0,364
Fri Feb 18 2022,SPXW220218C03580000,0,0,878,883.1,0,0.8272,0.9975,0,0,3580.00,SPXW220218P03580000,1,-0.825,0.15,0.3,467,0.8117,-0.0024,0,183
Fri Feb 18 2022,SPX220218C03590000,0,0,867.9,873.1,0,0.8468,0.9977,0,0,3590.00,SPX220218P03590000,0.5,-1.2,0.15,0.25,72,0.8269,-0.0022,0,1925
Fri Feb 18 2022,SPXW220218C03590000,0,0,867.8,873,0,0.7595,0.9974,0,0,3590.00,SPXW220218P03590000,0.9,-0.975,0.15,0.3,403,0.8022,-0.0024,0,282
Fri Feb 18 2022,SPX220218C03600000,787.73,0,857.9,863.2,0,0.8515,0.9976,0,884,3600.00,SPX220218P03600000,0.5,-1.2,0.15,0.3,1397,0.8263,-0.0022,0,14499
Fri Feb 18 2022,SPXW220218C03600000,806.59,-4.16,858,863.1,26,0.8075,0.9973,0,32,3600.00,SPXW220218P03600000,0.65,-1.225,0.2,0.3,1078,0.8008,-0.0025,0,1814
Fri Feb 18 2022,SPX220218C03610000,0,0,848,853.2,0,0.8541,0.9976,0,0,3610.00,SPX220218P03610000,2,0.225,0.15,0.3,19,0.8165,-0.0023,0,671
Fri Feb 18 2022,SPXW220218C03610000,879.23,0,847.8,853,0,0.7406,0.9972,0,0,3610.00,SPXW220218P03610000,1,-0.925,0.2,0.3,264,0.7913,-0.0026,0,557
Fri Feb 18 2022,SPX220218C03620000,0,0,838,843.2,0,0.8438,0.9975,0,1,3620.00,SPX220218P03620000,1.25,-0.575,0.15,0.3,140,0.8067,-0.0024,0,669
Fri Feb 18 2022,SPXW220218C03620000,0,0,838,843.1,0,0.7879,0.9972,0,0,3620.00,SPXW220218P03620000,0.75,-1.225,0.2,0.35,356,0.7892,-0.0027,0,353
Fri Feb 18 2022,SPX220218C03625000,0,0,833,838.2,0,0.8386,0.9975,0,0,3625.00,SPX220218P03625000,0.55,-1.275,0.15,0.3,35,0.8018,-0.0024,0,1818
Fri Feb 18 2022,SPXW220218C03625000,948.04,0,833,838.2,0,0.7964,0.9971,0,10,3625.00,SPXW220218P03625000,1,-1.025,0.2,0.35,156,0.7844,-0.0028,0,1006
Fri Feb 18 2022,SPX220218C03630000,0,0,828,833.2,0,0.8334,0.9974,0,0,3630.00,SPX220218P03630000,2.05,0.175,0.15,0.3,101,0.7969,-0.0025,0,468
Fri Feb 18 2022,SPXW220218C03630000,0,0,828.1,833.2,0,0.8033,0.997,0,0,3630.00,SPXW220218P03630000,0.9,-1.125,0.2,0.35,135,0.7796,-0.0028,0,420
Fri Feb 18 2022,SPX220218C03640000,0,0,817.9,823.2,0,0.8105,0.9973,0,0,3640.00,SPX220218P03640000,1.9,-0.025,0.15,0.3,19,0.7872,-0.0026,0,535
Fri Feb 18 2022,SPXW220218C03640000,0,0,818.1,823.2,0,0.7933,0.9969,0,0,3640.00,SPXW220218P03640000,1.25,-0.825,0.2,0.35,199,0.7701,-0.0029,0,424
Fri Feb 18 2022,SPX220218C03650000,861.88,0,808,813.3,0,0.8241,0.9972,0,1,3650.00,SPX220218P03650000,0.7,-1.275,0.2,0.3,176,0.7854,-0.0026,0,7717
Fri Feb 18 2022,SPXW220218C03650000,920.57,0,808.1,813.2,0,0.7834,0.9968,0,9,3650.00,SPXW220218P03650000,0.95,-1.175,0.25,0.35,530,0.7672,-0.0031,0,1392
Fri Feb 18 2022,SPX220218C03660000,0,0,798,803.2,0,0.8026,0.9971,0,0,3660.00,SPX220218P03660000,1.4,-0.6,0.2,0.35,77,0.7829,-0.0028,0,2407
Fri Feb 18 2022,SPXW220218C03660000,0,0,797.9,803.1,0,0.7341,0.9967,0,0,3660.00,SPXW220218P03660000,0.65,-1.525,0.25,0.35,46,0.7577,-0.0032,0,212
Fri Feb 18 2022,SPX220218C03670000,0,0,788,793.2,0,0.7923,0.997,0,4,3670.00,SPX220218P03670000,0.75,-1.275,0.2,0.35,61,0.773,-0.0028,0,887
Fri Feb 18 2022,SPXW220218C03670000,900.62,0,787.9,793.1,0,0.7245,0.9966,0,5,3670.00,SPXW220218P03670000,0.8,-1.425,0.25,0.4,113,0.7542,-0.0033,0,341
Fri Feb 18 2022,SPX220218C03675000,907.67,0,783,788.2,0,0.7872,0.997,0,10,3675.00,SPX220218P03675000,0.7,-1.375,0.2,0.35,3167,0.7681,-0.0029,0,5261
Fri Feb 18 2022,SPXW220218C03675000,756.97,0,782.9,788.1,0,0.7198,0.9965,0,4,3675.00,SPXW220218P03675000,0.72,-1.53,0.25,0.4,141,0.7494,-0.0034,0,517
Fri Feb 18 2022,SPX220218C03680000,0,0,778,783.2,0,0.7821,0.9969,0,0,3680.00,SPX220218P03680000,0.75,-1.325,0.2,0.35,87,0.7632,-0.003,0,1804
Fri Feb 18 2022,SPXW220218C03680000,0,0,778,783.1,0,0.7297,0.9964,0,0,3680.00,SPXW220218P03680000,2.5,0.225,0.25,0.4,30,0.7447,-0.0034,0,294
Fri Feb 18 2022,SPX220218C03690000,0,0,768.1,773.3,0,0.7927,0.9968,0,0,3690.00,SPX220218P03690000,0.75,-1.375,0.2,0.35,177,0.7534,-0.0031,0,891
Fri Feb 18 2022,SPXW220218C03690000,0,0,768.2,773.3,0,0.7633,0.9963,0,1,3690.00,SPXW220218P03690000,0.8,-1.525,0.3,0.4,28,0.7407,-0.0036,0,263
Fri Feb 18 2022,SPX220218C03700000,807.81,0,758.1,763.3,0,0.7823,0.9967,0,304,3700.00,SPX220218P03700000,0.7,-1.5,0.25,0.35,2147,0.7501,-0.0032,0,8880
Fri Feb 18 2022,SPXW220218C03700000,731.77,0,758.2,763.3,0,0.7534,0.9962,0,6,3700.00,SPXW220218P03700000,0.9,-1.9,0.3,0.4,2007,0.7311,-0.0037,0,4433
Fri Feb 18 2022,SPX220218C03710000,0,0,748.1,753.3,0,0.772,0.9965,0,0,3710.00,SPX220218P03710000,0.85,-1.4,0.25,0.4,70,0.7463,-0.0034,0,754
Fri Feb 18 2022,SPXW220218C03710000,0,0,748.2,753.3,0,0.7434,0.996,0,0,3710.00,SPXW220218P03710000,1.25,-1.2,0.3,0.45,336,0.7267,-0.0039,0,8117
Fri Feb 18 2022,SPX220218C03720000,0,0,738.1,743.3,0,0.7616,0.9964,0,0,3720.00,SPX220218P03720000,2.35,0.05,0.25,0.4,18,0.7364,-0.0035,0,1017
Fri Feb 18 2022,SPXW220218C03720000,738.63,0,738.2,743.3,0,0.7334,0.9958,0,1,3720.00,SPXW220218P03720000,0.85,-1.65,0.3,0.45,119,0.7171,-0.0041,0,422
Fri Feb 18 2022,SPX220218C03725000,857.77,0,733.1,738.3,0,0.7565,0.9963,0,106,3725.00,SPX220218P03725000,0.8,-1.525,0.25,0.4,1073,0.7314,-0.0036,0,2390
Fri Feb 18 2022,SPXW220218C03725000,733.73,0,733,738.2,0,0.6988,0.9957,0,4,3725.00,SPXW220218P03725000,0.85,-1.7,0.35,0.45,380,0.7172,-0.0041,0,1929
Fri Feb 18 2022,SPX220218C03730000,0,0,728.1,733.3,0,0.7513,0.9962,0,0,3730.00,SPX220218P03730000,0.95,-1.425,0.25,0.4,26,0.7265,-0.0036,0,1529
Fri Feb 18 2022,SPXW220218C03730000,938.28,0,728,733.2,0,0.694,0.9956,0,10,3730.00,SPXW220218P03730000,0.9,-1.675,0.35,0.45,406,0.7124,-0.0042,0,616
Fri Feb 18 2022,SPX220218C03740000,0,0,718.1,723.3,0,0.741,0.9961,0,0,3740.00,SPX220218P03740000,2.15,-0.275,0.3,0.4,102,0.7225,-0.0038,0,529
Fri Feb 18 2022,SPXW220218C03740000,0,0,718.3,723.3,0,0.7217,0.9955,0,0,3740.00,SPXW220218P03740000,1.6,0,0.35,0.5,0,0.7073,-0.0044,0,604
Fri Feb 18 2022,SPX220218C03750000,0,0,708.1,713.3,0,0.7307,0.9959,0,4,3750.00,SPX220218P03750000,1,-1.475,0.3,0.45,86,0.7174,-0.004,0,17612
Fri Feb 18 2022,SPXW220218C03750000,809.87,0,708.3,713.4,0,0.7193,0.9953,0,11,3750.00,SPXW220218P03750000,0.9,-1.8,0.35,0.5,831,0.6978,-0.0046,0,19064
Fri Feb 18 2022,SPX220218C03760000,0,0,698.1,703.3,0,0.7205,0.9957,0,0,3760.00,SPX220218P03760000,2.5,-0.025,0.3,0.45,24,0.7074,-0.0041,0,393
Fri Feb 18 2022,SPXW220218C03760000,0,0,698.3,703.4,0,0.7093,0.9951,0,0,3760.00,SPXW220218P03760000,0.95,-1.8,0.4,0.5,103,0.6925,-0.0048,0,8173
Fri Feb 18 2022,SPX220218C03770000,0,0,688.2,693.4,0,0.7265,0.9956,0,0,3770.00,SPX220218P03770000,2.9,0.3,0.3,0.45,18,0.6975,-0.0043,0,7400
Fri Feb 18 2022,SPXW220218C03770000,789.79,0,688.3,693.4,0,0.6992,0.9949,0,1,3770.00,SPXW220218P03770000,1.7,0,0.4,0.55,0,0.687,-0.005,0,283
Fri Feb 18 2022,SPX220218C03775000,0,0,683.2,688.4,0,0.7213,0.9955,0,2,3775.00,SPX220218P03775000,2.65,0.025,0.3,0.45,15,0.6929,-0.0044,0,4406
Fri Feb 18 2022,SPXW220218C03775000,669.62,0,683.3,688.4,0,0.6942,0.9948,0,4,3775.00,SPXW220218P03775000,2.78,-0.07,0.4,0.55,1619,0.6822,-0.0051,0,4541
Fri Feb 18 2022,SPX220218C03780000,0,0,678.2,683.4,0,0.7161,0.9954,0,0,3780.00,SPX220218P03780000,0.95,-0.725,0.35,0.45,139,0.6928,-0.0045,0,2030
Fri Feb 18 2022,SPXW220218C03780000,0,0,678.3,683.4,0,0.6892,0.9946,0,5,3780.00,SPXW220218P03780000,1.3,-1.6,0.4,0.55,14,0.6773,-0.0052,0,418
Fri Feb 18 2022,SPX220218C03785000,0,0,673.2,678.4,0,0.711,0.9953,0,0,3785.00,SPX220218P03785000,2.6,-0.075,0.35,0.5,14,0.6923,-0.0046,0,218
Fri Feb 18 2022,SPXW220218C03785000,0,0,673.2,678.3,0,0.6692,0.9945,0,0,3785.00,SPXW220218P03785000,1.75,-1.225,0.4,0.55,57,0.6724,-0.0054,0,282
Fri Feb 18 2022,SPX220218C03790000,0,0,668.2,673.4,0,0.7058,0.9952,0,0,3790.00,SPX220218P03790000,2.95,0.225,0.35,0.5,14,0.6873,-0.0047,0,669
Fri Feb 18 2022,SPXW220218C03790000,0,0,668.2,673.3,0,0.6643,0.9944,0,0,3790.00,SPXW220218P03790000,1.9,0,0.45,0.55,0,0.6714,-0.0055,0,57
